PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;TYPE HOGER ONDERWIJS;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;GESLACHT;2015;2016;2017;2018;2019
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;man;11;9;9;9;10
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);50902;B Religiewetenschappen;voltijd onderwijs;vrouw;28;29;26;27;29
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;man;34;32;33;29;36
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56003;B Griekse en Latijnse Taal en Cultuur;voltijd onderwijs;vrouw;63;51;60;70;64
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;man;18;6;4;3;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;deeltijd onderwijs;vrouw;6;5;3;3;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;man;594;593;612;645;669
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56034;B Geschiedenis;voltijd onderwijs;vrouw;314;312;307;312;333
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56052;B Latijns-Amerikastudies;voltijd onderwijs;man;34;29;27;25;30
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56052;B Latijns-Amerikastudies;voltijd onderwijs;vrouw;91;85;75;60;57
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56055;B Nederlandkunde/Dutch Studies;voltijd onderwijs;man;6;10;8;5;8
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56055;B Nederlandkunde/Dutch Studies;voltijd onderwijs;vrouw;33;30;36;32;32
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;man;18;21;19;20;26
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;deeltijd onderwijs;vrouw;11;12;15;18;22
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;man;102;114;154;172;197
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56081;B Filosofie;voltijd onderwijs;vrouw;56;71;90;125;151
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56098;B Midden-Oostenstudies;voltijd onderwijs;man;55;61;59;65;64
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56098;B Midden-Oostenstudies;voltijd onderwijs;vrouw;80;96;100;96;97
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56099;B Zuid- en Zuidoost-Aziestudies;voltijd onderwijs;man;14;15;14;16;9
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56099;B Zuid- en Zuidoost-Aziestudies;voltijd onderwijs;vrouw;37;45;30;30;25
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;deeltijd onderwijs;man;2;2;1;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56100;B Godgeleerdheid;voltijd onderwijs;vrouw;1;0;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56120;B Islamstudies;deeltijd onderwijs;man;2;1;1;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56120;B Islamstudies;deeltijd onderwijs;vrouw;2;2;2;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56120;B Islamstudies;voltijd onderwijs;man;3;4;4;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56120;B Islamstudies;voltijd onderwijs;vrouw;3;2;2;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56123;B Oude Nabije Oosten-studies;voltijd onderwijs;man;20;23;30;24;19
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56123;B Oude Nabije Oosten-studies;voltijd onderwijs;vrouw;38;40;41;44;36
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56703;B Archeologie;voltijd onderwijs;man;126;125;129;153;154
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56703;B Archeologie;voltijd onderwijs;vrouw;133;126;140;152;192
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;man;59;69;65;78;92
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56803;B Taalwetenschap;voltijd onderwijs;vrouw;115;121;127;157;163
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;man;30;21;33;37;36
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56804;B Nederlandse Taal en Cultuur;voltijd onderwijs;vrouw;103;94;100;106;116
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;man;8;12;13;17;12
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56805;B Duitse Taal en Cultuur;voltijd onderwijs;vrouw;36;40;31;33;33
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;man;11;14;6;4;5
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;deeltijd onderwijs;vrouw;34;31;27;33;26
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;man;103;91;97;84;83
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56806;B Engelse Taal en Cultuur;voltijd onderwijs;vrouw;274;301;292;308;286
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;man;2;1;0;2;4
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;deeltijd onderwijs;vrouw;7;11;12;16;9
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;man;14;12;13;12;16
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56808;B Franse Taal en Cultuur;voltijd onderwijs;vrouw;52;52;46;45;51
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;man;11;10;10;8;8
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56809;B Italiaanse Taal en Cultuur;voltijd onderwijs;vrouw;32;33;34;28;25
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56818;B Chinastudies;voltijd onderwijs;man;100;108;100;99;96
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56818;B Chinastudies;voltijd onderwijs;vrouw;148;159;130;119;139
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56819;B Japanstudies;voltijd onderwijs;man;146;157;154;166;177
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56819;B Japanstudies;voltijd onderwijs;vrouw;194;193;177;179;169
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56820;B Koreastudies;voltijd onderwijs;man;21;21;20;25;29
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56820;B Koreastudies;voltijd onderwijs;vrouw;104;107;123;135;152
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56821;B Afrikaanse talen en culturen;voltijd onderwijs;man;4;7;12;5;4
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56821;B Afrikaanse talen en culturen;voltijd onderwijs;vrouw;16;22;19;16;11
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;man;14;18;9;8;4
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;deeltijd onderwijs;vrouw;32;35;28;25;24
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;man;23;22;28;47;52
Zuid-Holland;0546;Leiden;reguliere inst.;bachelor;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);56824;B Kunstgeschiedenis;voltijd onderwijs;vrouw;112;137;162;213;226
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60156;M Cultural Anthropology and Development Sociology;voltijd onderwijs;man;12;17;11;19;27
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60156;M Cultural Anthropology and Development Sociology;voltijd onderwijs;vrouw;59;59;47;43;49
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60159;M Developmental Psychopathology in Education and Child Studies (research);voltijd onderwijs;man;1;1;0;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60159;M Developmental Psychopathology in Education and Child Studies (research);voltijd onderwijs;vrouw;34;33;27;27;26
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;man;61;50;59;58;55
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60203;M Political Science;voltijd onderwijs;vrouw;72;52;42;56;60
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60383;M Psychology (research);voltijd onderwijs;man;23;21;20;20;20
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60383;M Psychology (research);voltijd onderwijs;vrouw;76;85;87;94;86
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;deeltijd onderwijs;man;0;1;1;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;deeltijd onderwijs;vrouw;21;20;13;16;14
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;voltijd onderwijs;man;15;20;21;23;19
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60396;M Education and Child Studies;voltijd onderwijs;vrouw;360;398;409;411;401
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;deeltijd onderwijs;man;1;1;0;1;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;deeltijd onderwijs;vrouw;3;6;5;2;3
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;voltijd onderwijs;man;28;21;24;30;16
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60418;M Forensische Criminologie;voltijd onderwijs;vrouw;83;92;103;106;160
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;deeltijd onderwijs;man;1;0;1;3;2
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;deeltijd onderwijs;vrouw;3;5;6;5;4
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;voltijd onderwijs;man;18;21;22;21;17
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60419;M Criminaliteit en Rechtshandhaving;voltijd onderwijs;vrouw;34;36;43;59;60
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60421;M Political Science and Public Administration (research);voltijd onderwijs;man;12;14;16;13;3
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);60421;M Political Science and Public Administration (research);voltijd onderwijs;vrouw;12;11;13;8;1
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;man;237;264;235;228;239
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gedrag en maatschappij;n.v.t. (gedrag en maatschappij);66604;M Psychology;voltijd onderwijs;vrouw;871;881;889;839;862
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60515;M Vitality and Ageing;voltijd onderwijs;man;0;3;6;6;11
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);60515;M Vitality and Ageing;voltijd onderwijs;vrouw;0;16;13;39;47
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);65019;M Technical Medicine (joint degree);voltijd onderwijs;vrouw;0;0;0;0;2
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;man;333;340;339;346;336
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66551;M Geneeskunde;voltijd onderwijs;vrouw;696;680;647;612;611
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;man;77;97;96;89;82
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;gezondheidszorg;n.v.t. (gezondheidszorg);66990;M Biomedical Sciences;voltijd onderwijs;vrouw;176;198;198;196;222
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60200;M Astronomy;voltijd onderwijs;man;41;39;43;63;68
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60200;M Astronomy;voltijd onderwijs;vrouw;12;16;22;28;35
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;man;67;70;79;70;80
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60202;M Physics;voltijd onderwijs;vrouw;14;12;21;16;25
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60205;M ICT in Business and the Public Sector;voltijd onderwijs;man;109;111;97;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60205;M ICT in Business and the Public Sector;voltijd onderwijs;vrouw;27;25;23;0;0
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60206;M Mediatechnology;voltijd onderwijs;man;45;47;45;42;49
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60206;M Mediatechnology;voltijd onderwijs;vrouw;28;41;41;52;52
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60207;M Bio-Pharmaceutical Sciences;voltijd onderwijs;man;76;96;100;104;115
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60207;M Bio-Pharmaceutical Sciences;voltijd onderwijs;vrouw;96;113;123;134;136
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;man;85;89;102;126;168
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60300;M Computer Science;voltijd onderwijs;vrouw;11;17;23;27;42
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60957;M Master Statistical Science for the Life and Behavioural Sciences;voltijd onderwijs;man;0;27;39;56;71
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);60957;M Master Statistical Science for the Life and Behavioural Sciences;voltijd onderwijs;vrouw;0;27;50;54;59
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;man;0;4;12;17;28
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66157;M Farmacie;voltijd onderwijs;vrouw;0;21;50;79;107
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66286;M Life Science and Technology;voltijd onderwijs;man;53;53;56;57;61
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66286;M Life Science and Technology;voltijd onderwijs;vrouw;31;39;56;53;68
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;man;59;66;75;77;76
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66857;M Chemistry;voltijd onderwijs;vrouw;33;36;37;36;41
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;man;113;124;128;144;150
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66860;M Biology;voltijd onderwijs;vrouw;113;115;115;111;131
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;man;111;88;80;79;85
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;natuur;n.v.t. (natuur);66980;M Mathematics;voltijd onderwijs;vrouw;56;35;24;26;26
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;man;36;34;35;24;30
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;deeltijd onderwijs;vrouw;50;50;46;38;33
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;man;545;555;513;505;461
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);60084;M Rechtsgeleerdheid;voltijd onderwijs;vrouw;869;884;833;797;738
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66474;M Jeugdrecht;voltijd onderwijs;man;4;8;10;11;6
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66474;M Jeugdrecht;voltijd onderwijs;vrouw;89;93;103;97;104
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;man;10;14;15;12;9
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;deeltijd onderwijs;vrouw;5;4;5;3;1
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;man;106;112;134;139;121
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66827;M Fiscaal Recht;voltijd onderwijs;vrouw;63;66;90;82;78
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;man;2;1;1;2;3
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;deeltijd onderwijs;vrouw;1;4;4;4;3
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;man;26;26;21;18;20
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;recht;n.v.t. (recht);66828;M Notarieel Recht;voltijd onderwijs;vrouw;62;63;57;52;67
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;65003;M Industrial Ecology (joint degree);voltijd onderwijs;man;0;91;100;113;119
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;65003;M Industrial Ecology (joint degree);voltijd onderwijs;vrouw;0;94;87;98;117
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;65022;M European Politics and Society: Vaclav Havel Joint Master Programme (joint degree);voltijd onderwijs;man;0;0;0;1;3
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;sectoroverstijgend;sectoroverstijgend;65022;M European Politics and Society: Vaclav Havel Joint Master Programme (joint degree);voltijd onderwijs;vrouw;0;0;0;3;13
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;man;15;13;14;12;11
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);60039;M Oudheidstudies (research);voltijd onderwijs;vrouw;13;11;13;15;19
Zuid-Holland;0546;Leiden;reguliere inst.;master;21PB;Universiteit Leiden;taal en cultuur;n.v.t. (taal en cultuur);60087;M Kunst- & cultuurwetenschappen;deeltijd onderwijs;man;6;2;5;4;4
